0,276,775
1,221,782
2,117,845
3,212,926
4,95,946
5,88,855
6,136,928
7,125,1042
8,90,1030
9,252,1030
10,114,961
11,198,999
12,240,961
13,255,882
14,225,1057
15,229,977
16,190,925
17,110,932
18,102,940
19,125,907
20,68,1007
21,159,1009
22,228,939
23,110,929
24,283,936
25,120,903
26,142,927
27,127,943
28,163,892
29,111,905
30,107,847
31,73,907
32,103,910
33,123,959
34,134,893
35,107,836
36,259,836
37,167,872
38,216,924
39,231,955
40,263,895
41,129,965
42,93,895
43,102,946
44,56,903
45,80,969
46,67,957
47,138,889
48,198,1125
49,253,979
50,296,954
51,210,872
52,197,744
53,153,695
54,85,699
55,64,730
56,148,622
57,192,661
58,96,637
59,71,553
60,140,632
61,152,559
62,198,700
63,165,804
64,162,865
65,149,754
66,184,823
67,116,848
68,124,863
69,108,935
70,106,831
71,42,839
72,134,1004
73,139,870
74,157,892
75,149,539
76,77,455
77,151,459
78,114,592
79,224,590
80,267,578
81,261,568
82,180,607
83,60,562
84,238,605
85,86,563
86,139,613
87,191,630
88,134,638
89,120,702
90,79,681
91,85,550
92,85,595
93,62,666
94,68,584
95,112,539
96,114,561
97,53,539
98,123,534
99,91,548
100,110,517
101,49,507
102,57,437
103,104,429
104,79,488
105,84,441
106,90,420
107,35,415
108,93,438
109,114,436
110,77,457
111,76,452
112,120,469
113,84,479
114,108,498
115,79,503
116,94,470
117,99,489
118,144,441
119,56,412
120,86,428
121,167,364
122,108,393
123,71,322
124,66,263
125,78,247
126,67,246
127,68,270
128,72,263
129,168,306
130,156,240
131,117,283
132,96,264
133,66,208
134,142,270
135,137,291
136,112,267
137,68,264
138,48,257
139,127,259
140,94,338
141,99,581
142,70,363
143,48,270
