0.0,276.0,775.0,0.0974
1.0,221.0,782.0,0.0235
2.0,117.0,845.0,0.026
3.0,212.0,926.0,0.0236
4.0,95.0,946.0,0.0434
5.0,88.0,855.0,0.0522
6.0,136.0,928.0,0.0157
7.0,125.0,1042.0,0.021
8.0,90.0,1030.0,0.0433
9.0,252.0,1030.0,0.0658
10.0,114.0,961.0,0.0277
11.0,198.0,999.0,0.02
12.0,240.0,961.0,0.0469
13.0,255.0,882.0,0.0725
14.0,225.0,1057.0,0.0365
15.0,229.0,977.0,0.0412
16.0,190.0,925.0,0.0192
17.0,110.0,932.0,0.0235
18.0,102.0,940.0,0.0293
19.0,125.0,907.0,0.0172
20.0,68.0,1007.0,0.0683
21.0,159.0,1009.0,0.0165
22.0,228.0,939.0,0.0417
23.0,110.0,929.0,0.0213
24.0,283.0,936.0,0.1701
25.0,120.0,903.0,0.0184
26.0,142.0,927.0,0.0166
27.0,127.0,943.0,0.0152
28.0,163.0,892.0,0.017
29.0,111.0,905.0,0.0196
30.0,107.0,847.0,0.0231
31.0,73.0,907.0,0.0438
32.0,103.0,910.0,0.0203
33.0,123.0,959.0,0.0195
34.0,134.0,893.0,0.015
35.0,107.0,836.0,0.0177
36.0,259.0,836.0,0.1236
37.0,167.0,872.0,0.0168
38.0,216.0,924.0,0.0369
39.0,231.0,955.0,0.0578
40.0,263.0,895.0,0.1415
41.0,129.0,965.0,0.0165
42.0,93.0,895.0,0.025
43.0,102.0,946.0,0.019
44.0,56.0,903.0,0.056
45.0,80.0,969.0,0.0272
46.0,67.0,957.0,0.0377
47.0,138.0,889.0,0.0152
48.0,198.0,1125.0,0.0318
49.0,253.0,979.0,0.12
50.0,296.0,954.0,0.3485
51.0,210.0,872.0,0.0454
52.0,197.0,744.0,0.0326
53.0,153.0,695.0,0.0168
54.0,85.0,699.0,0.0241
55.0,64.0,730.0,0.0338
56.0,148.0,622.0,0.015
57.0,192.0,661.0,0.0275
58.0,96.0,637.0,0.021
59.0,71.0,553.0,0.0284
60.0,140.0,632.0,0.0156
61.0,152.0,559.0,0.0204
62.0,198.0,700.0,0.0399
63.0,165.0,804.0,0.0208
64.0,162.0,865.0,0.0185
65.0,149.0,754.0,0.0144
66.0,184.0,823.0,0.0264
67.0,116.0,848.0,0.0141
68.0,124.0,863.0,0.0145
69.0,108.0,935.0,0.0151
70.0,106.0,831.0,0.0141
71.0,42.0,839.0,0.0435
72.0,134.0,1004.0,0.0156
73.0,139.0,870.0,0.0177
74.0,157.0,892.0,0.0184
75.0,149.0,539.0,0.0175
76.0,77.0,455.0,0.0217
77.0,151.0,459.0,0.0192
78.0,114.0,592.0,0.0137
79.0,224.0,590.0,0.1109
80.0,267.0,578.0,0.3124
81.0,261.0,568.0,0.3124
82.0,180.0,607.0,0.0354
83.0,60.0,562.0,0.0234
84.0,238.0,605.0,0.1606
85.0,86.0,563.0,0.018
86.0,139.0,613.0,0.0187
87.0,191.0,630.0,0.045
88.0,134.0,638.0,0.0171
89.0,120.0,702.0,0.0155
90.0,79.0,681.0,0.0135
91.0,85.0,550.0,0.0154
92.0,85.0,595.0,0.0152
93.0,62.0,666.0,0.0213
94.0,68.0,584.0,0.0165
95.0,112.0,539.0,0.0161
96.0,114.0,561.0,0.0146
97.0,53.0,539.0,0.0246
98.0,123.0,534.0,0.0189
99.0,91.0,548.0,0.0155
100.0,110.0,517.0,0.0139
101.0,49.0,507.0,0.023
102.0,57.0,437.0,0.0206
103.0,104.0,429.0,0.0159
104.0,79.0,488.0,0.0161
105.0,84.0,441.0,0.0143
106.0,90.0,420.0,0.0152
107.0,35.0,415.0,0.0265
108.0,93.0,438.0,0.0139
109.0,114.0,436.0,0.0173
110.0,77.0,457.0,0.0146
111.0,76.0,452.0,0.0149
112.0,120.0,469.0,0.0162
113.0,84.0,479.0,0.0151
114.0,108.0,498.0,0.0142
115.0,79.0,503.0,0.0142
116.0,94.0,470.0,0.0146
117.0,99.0,489.0,0.0151
118.0,144.0,441.0,0.0235
119.0,56.0,412.0,0.0131
120.0,86.0,428.0,0.0161
121.0,167.0,364.0,0.047
122.0,108.0,393.0,0.0173
123.0,71.0,322.0,0.0152
124.0,66.0,263.0,0.0133
125.0,78.0,247.0,0.0137
126.0,67.0,246.0,0.0133
127.0,68.0,270.0,0.0127
128.0,72.0,263.0,0.0125
129.0,168.0,306.0,0.055
130.0,156.0,240.0,0.0407
131.0,117.0,283.0,0.0191
132.0,96.0,264.0,0.0129
133.0,66.0,208.0,0.0139
134.0,142.0,270.0,0.0315
135.0,137.0,291.0,0.0282
136.0,112.0,267.0,0.0183
137.0,68.0,264.0,0.0142
138.0,48.0,257.0,0.0152
139.0,127.0,259.0,0.0232
140.0,94.0,338.0,0.0155
141.0,99.0,581.0,0.0168
142.0,70.0,363.0,0.0151
143.0,48.0,270.0,0.0167
