0,27,775
1,24,782
2,52,845
3,53,926
4,63,946
5,50,855
6,67,928
7,105,1042
8,37,1030
9,38,1030
10,32,961
11,74,999
12,82,961
13,37,882
14,71,1057
15,59,977
16,73,925
17,51,932
18,41,940
19,41,907
20,32,1007
21,39,1009
22,52,939
23,65,929
24,141,936
25,69,903
26,62,927
27,60,943
28,51,892
29,29,905
30,89,847
31,72,907
32,111,910
33,114,959
34,93,893
35,52,836
36,109,836
37,34,872
38,73,924
39,99,955
40,272,895
41,194,965
42,118,895
43,73,946
44,39,903
45,87,969
46,68,957
47,56,889
48,66,1125
49,100,979
50,123,954
51,66,872
52,39,744
53,50,695
54,61,699
55,24,730
56,51,622
57,31,661
58,31,637
59,23,553
60,51,632
61,41,559
62,50,700
63,52,804
64,38,865
65,33,754
66,31,823
67,54,848
68,75,863
69,32,935
70,23,831
71,34,839
72,33,1004
73,37,870
74,31,892
75,32,539
76,26,455
77,60,459
78,118,592
79,84,590
80,33,578
81,44,568
82,57,607
83,37,562
84,72,605
85,63,563
86,57,613
87,68,630
88,124,638
89,40,702
90,146,681
91,47,550
92,52,595
93,55,666
94,71,584
95,34,539
96,35,561
97,48,539
98,37,534
99,60,548
100,53,517
101,45,507
102,36,437
103,25,429
104,41,488
105,24,441
106,44,420
107,28,415
108,11,438
109,27,436
110,3,457
111,26,452
112,19,469
113,16,479
114,22,498
115,39,503
116,25,470
117,29,489
118,19,441
119,18,412
120,39,428
121,17,364
122,29,393
123,37,322
124,9,263
125,47,247
126,24,246
127,30,270
128,3,263
129,16,306
130,18,240
131,27,283
132,30,264
133,21,208
134,4,270
135,59,291
136,32,267
137,24,264
138,3,257
139,21,259
140,41,338
141,41,581
142,18,363
143,45,270
